DATA_DATE,FINANCIAL_TYPE,SYMBOL,SECURITY_NAME,INST_ID,PRICE,QUANTITY,REALISED_PL,MARKET_VALUE,SOURCE
2023-04-30,Equities,HSIC,Henry Schein,,80.81,8635.315447488876,735.1527370868096,697819.8413115761,belaware
2023-04-30,Equities,JNPR,Juniper Networks,,29.93,9070.243728861935,1173.9265387782282,271472.3948048377,belaware
2023-04-30,Equities,CRL,Charles River Laboratories,,190.12,9082.321368052813,-3012.304814113029,1726730.9384942008,belaware
2023-04-30,Equities,ACN,Accenture,,279.28,3846.8263692897467,-232.9061936856893,1074341.6684152402,belaware
2023-04-30,Equities,LEN,Lennar,,112.47,3565.169159833378,-4255.901006328604,400974.57540646003,belaware
2023-04-30,Equities,CTSH,Cognizant,,59.18,776.6738281556356,-166.9013124490724,45963.55715025052,belaware
2023-04-30,Equities,COF,Capital One,,96.12,8741.908526284404,1859.6682379360388,840272.2475464569,belaware
2023-04-30,Equities,PG,Procter & Gamble,,155.4,7723.415373308356,-4983.850306225708,1200218.7490121184,belaware
2023-04-30,Equities,APTV,Aptiv,,102.86,5677.290042721616,2812.2911128819014,583966.0537943455,belaware
2023-04-30,Equities,ROL,"Rollins, Inc.",,41.98,7235.468754709239,-2396.398190402465,303744.97832269385,belaware
2023-04-30,Equities,SWKS,Skyworks Solutions,,105.24,847.1006246292353,-600.2170207549945,89148.86973598073,belaware
2023-04-30,Equities,PNW,Pinnacle West,,77.65,7483.05202871592,-63.905870839296206,581058.9900297913,belaware
2023-04-30,Equities,RSG,Republic Services,,144.15,6320.959910463489,7227.889827881811,911166.3710933119,belaware
2023-04-30,Equities,ADP,ADP,,218.73,3532.4779058358877,-369.66271824307455,772658.8923434836,belaware
2023-04-30,Equities,SPGI,S&P Global,,360.82,1244.0401495734945,-931.0423826514976,448874.5667691083,belaware
2023-04-30,Equities,CTAS,Cintas,,453.41,6314.029844389826,4837.91377635449,2862844.2717447914,belaware
2023-04-30,Equities,WHR,Whirlpool Corporation,,135.95,2401.9675646566557,-4254.169322750839,326547.4904150723,belaware
2023-04-30,Equities,LYB,LyondellBasell,,92.08,8213.34772237858,-220.88586081040643,756285.0582766195,belaware
2023-04-30,Equities,WST,West Pharmaceutical Services,,361.06,6923.315922766218,-22472.611028044506,2499732.447073971,belaware
2023-04-30,Equities,TROW,T. Rowe Price,,111.1,8931.988910692358,-199.6053937323241,992343.967977921,belaware
2023-04-30,Equities,KMB,Kimberly-Clark,,143.62,1046.1201279197085,1735.48045436725,150243.77277182855,belaware
2023-04-30,Equities,ARE,Alexandria Real Estate Equities,,122.81,2213.7229814057146,110.66449261380741,271867.31934643583,belaware
2023-04-30,Equities,APD,Air Products and Chemicals,,292.61,5957.084796920688,7803.5749145003865,1743102.5824269627,belaware
2023-04-30,Equities,ALK,Alaska Air Group,,43.46,6858.166638148716,-167.39607918558931,298055.92209394317,belaware
2023-04-30,Equities,CARR,Carrier Global,,41.47,4632.955739520889,1264.1739905749846,192128.67451793127,belaware
2023-04-30,Equities,HSY,Hershey's,,270.53,8205.104941865964,10215.855616909077,2219727.039922999,belaware
2023-04-30,Equities,ICE,Intercontinental Exchange,,108.51,6858.816331843122,2230.408448183078,744250.1601682971,belaware
2023-04-30,Equities,CLX,Clorox,,164.41,2229.089070219048,-1486.4991728007103,366484.5340347137,belaware
2023-04-30,Equities,AAL,American Airlines Group,,13.64,7573.276158174955,-563.1889780532784,103299.48679750638,belaware
2023-04-30,Equities,FOX,Fox Corporation (Class B),,30.54,9459.440237673889,-1199.0946729707382,288891.30485856056,belaware
2023-04-30,Equities,TPR,"Tapestry, Inc.",,40.53,4973.122030861679,219.38456861194277,201560.63591082388,belaware
2023-04-30,Equities,PKG,Packaging Corporation of America,,133.98,9668.348412169475,-2998.027545296255,1295365.320262466,belaware
2023-04-30,Equities,WM,Waste Management,,165.33,8975.88488209645,-835.9717048203252,1483983.0475570064,belaware
2023-04-30,Equities,LIN,Linde plc,,368.12,7254.263227171514,-18799.909898733225,2670439.379186378,belaware
2023-04-30,Equities,ETR,Entergy,,106.5,698.3407591854962,10.355117960069272,74373.29085325534,belaware
2023-04-30,Equities,GPN,Global Payments,,112.43,8691.435655635403,10623.037479651683,977178.1107630885,belaware
2023-04-30,Equities,JNJ,Johnson & Johnson,,161.3,5495.235874261476,5174.411797143797,886381.5465183761,belaware
2023-04-30,Equities,EQR,Equity Residential,,62.6,2339.4636994922726,-97.62730581272919,146450.42758821626,belaware
2023-04-30,Equities,EIX,Edison International,,72.82,9127.546712708536,1978.6811279348287,664667.9516194356,belaware
2023-04-30,Equities,LLY,Eli Lilly and Company,,393.99,2274.694235803807,-5009.617824498354,896206.7819643419,belaware
2023-04-30,Equities,AOS,A. O. Smith,,67.73,6789.159172515203,-135.93491191616505,459829.7507544547,belaware
2023-04-30,Equities,AON,Aon,,324.55,6555.0395509141335,-8539.371514697128,2127438.086249182,belaware
2023-04-30,Equities,ECL,Ecolab,,167.35,623.9824829201066,181.9975284970386,104423.46851667983,belaware
2023-04-30,Equities,RF,Regions Financial Corporation,,18.05,4824.292198404697,-125.36589480132484,87078.47418120479,belaware
2023-04-30,Equities,FE,FirstEnergy,,38.99,3180.6837632465003,105.63769588849766,124014.85992898105,belaware
2023-04-30,Equities,FICO,Fair Isaac,,727.95,4272.5856401653455,19552.125924468775,3110228.7167583634,belaware
2023-04-30,Equities,HCA,HCA Healthcare,,286.72,2493.1445782008195,1404.3245816272179,714834.4134617391,belaware
2023-04-30,Equities,CBOE,Cboe Global Markets,,139.17,7896.277208933287,1957.4771248069612,1098924.8991672455,belaware
2023-04-30,Equities,PH,Parker Hannifin,,322.21,3097.756193740024,-8208.215142192796,998128.0231849732,belaware
2023-04-30,Equities,CVX,Chevron Corporation,,165.36,8241.05465962309,-4632.599907282169,1362740.7985152744,belaware
2023-04-30,Equities,TJX,TJX Companies,,78.19,2433.1595255132097,-85.58864824350819,190248.74329987785,belaware
2023-04-30,Equities,A,Agilent Technologies,,135.17,1042.5551420068145,-24.912254829803278,140922.17854506112,belaware
2023-04-30,Equities,INVH,Invitation Homes,,32.87,597.2584156235438,-65.80097736942926,19631.88412154588,belaware
2023-04-30,Equities,LYV,Live Nation Entertainment,,67.78,1372.5528940895178,286.98469775049995,93031.63516138752,belaware
2023-04-30,Equities,AAP,Advance Auto Parts,,125.09,1527.8596729153473,456.0283335098427,191119.9664849808,belaware
2023-04-30,Equities,DHR,Danaher Corporation,,236.64,5493.250143790369,-15942.599677296428,1299922.7140265529,belaware
2023-04-30,Equities,NTRS,Northern Trust,,77.39,5016.16840281924,-24.992217130657686,388201.272694181,belaware
2023-04-30,Equities,PCG,PG&E Corporation,,17.11,7737.385453619351,-151.26868263290663,132386.6651114271,belaware
2023-04-30,Equities,COO,CooperCompanies,,381.42,1732.106711623886,557.1383307008423,660660.1419475826,belaware
2023-04-30,Equities,KIM,Kimco Realty,,18.96,8784.141948183322,4.370439505829996,166547.33133755578,belaware
2023-04-30,Equities,PEG,Public Service Enterprise Group,,62.63,1211.1789756866974,38.831692350260596,75856.13924725786,belaware
2023-04-30,Equities,PTC,PTC,,125.79,6574.100564379241,-4447.527828317342,826956.1099932648,belaware
2023-04-30,Equities,WFC,Wells Fargo,,39.14,7738.918064385642,1784.188823577498,302901.253040054,belaware
2023-04-30,Equities,CMCSA,Comcast,,41.08,8185.7507332977375,595.7871092878908,336270.64012387104,belaware
2023-04-30,Equities,GRMN,Garmin,,97.49,2554.2957477758246,-147.2055982209663,249018.29245066512,belaware
2023-04-30,Equities,MKTX,MarketAxess,,316.76,627.8439956986524,-5901.578466021351,198875.86407750513,belaware
2023-04-30,Equities,DVA,DaVita Inc.,,90.36,236.39521541275718,-1.078658120839684,21360.67166469674,belaware
2023-04-30,Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,B73ZYW0,271.37,3330.003891577958,52.912331774147276,903663.1560575104,belaware
