DATA_DATE,FINANCIAL_TYPE,SYMBOL,SECURITY_NAME,INST_ID,PRICE,QUANTITY,REALISED_PL,MARKET_VALUE,SOURCE
2022-10-31,Equities,ALL,FIN-Allstate,,123.57,223467.4070801588,8354.334870566821,27613867.49289522,tt_monthly_trustmind
2022-10-31,Equities,ALB,FIN-Albemarle Corporation,,278.41,164980.05320904581,104739.18296787028,45932096.61393045,tt_monthly_trustmind
2022-10-31,Equities,AKAM,FIN-Akamai,,88.33,43307.887631370606,-4293.694671839877,3825385.7144789654,tt_monthly_trustmind
2022-10-31,Equities,MTD,FIN-Mettler Toledo,,1264.93,86246.48370909676,901446.5005611471,109095764.63814777,tt_monthly_trustmind
2022-10-31,Equities,CARR,FIN-Carrier Global,,39.25,9231.134289581412,603.207817006397,362322.0208660704,tt_monthly_trustmind
2022-10-31,Equities,SJM,FIN-J.M. Smucker Company (The),,146.56,94154.50194537945,-52714.76940419717,13799283.805114813,tt_monthly_trustmind
2022-10-31,Equities,VZ,FIN-Verizon,,35.56,177444.2616542943,1072.7927880168427,6309917.944426706,tt_monthly_trustmind
2022-10-31,Equities,VMC,FIN-Vulcan Materials Company,,162.28,205856.12544652013,121725.24196086492,33406332.03746129,tt_monthly_trustmind
2022-10-31,Equities,STZ,FIN-Constellation Brands,,243.65,68669.42628152382,-111761.4952447649,16731305.713493278,tt_monthly_trustmind
2022-10-31,Equities,KEYS,FIN-Keysight,,174.15,250746.40841762492,-529928.3324402458,43667487.025929384,tt_monthly_trustmind
2022-10-31,Equities,HRL,FIN-Hormel Foods,,45.54,137170.6179115437,-20749.121781679685,6246749.9396917,tt_monthly_trustmind
2022-10-31,Equities,ABC,FIN-AmerisourceBergen,,155.4,18128.43825108048,-41794.01492493772,2817159.3042179067,tt_monthly_trustmind
2022-10-31,Equities,CRL,FIN-Charles River Laboratories,,212.25,230251.88174188766,189896.3473084768,48870961.899715655,tt_monthly_trustmind
2022-10-31,Equities,FTV,FIN-Fortive,,63.69,150429.8175531148,28944.771791254447,9580875.07995788,tt_monthly_trustmind
2022-10-31,Equities,WHR,FIN-Whirlpool Corporation,,131.36,124699.7295610149,-22623.35476099343,16380556.475134918,tt_monthly_trustmind
2022-10-31,Equities,COP,FIN-ConocoPhillips,,121.63,58708.94529689293,-197719.54724129383,7140769.016461087,tt_monthly_trustmind
2022-10-31,Equities,AON,FIN-Aon,,279.94,169765.5868326354,-347958.0473591061,47524178.37792795,tt_monthly_trustmind
